adj_em,adj_o,luck,adj_tempo,sos_adj_em,sos_adj_o,sos_adj_d,nc_sos_adj_em,ncaa_seed,T2_adj_em,T2_adj_o,T2_luck,T2_adj_tempo,T2_sos_adj_em,T2_sos_adj_o,T2_sos_adj_d,T2_nc_sos_adj_em,T2_ncaa_seed
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,0.63,105.8,0.027999999999999997,63.6,-1.68,104.2,105.9,0.61,15.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,17.44,113.0,-0.028999999999999998,66.2,11.56,110.6,99.0,-5.31,11.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,1.68,104.9,0.024,68.3,-1.92,104.4,106.3,-5.91,14.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,25.51,117.2,-0.023,67.9,11.14,111.6,100.5,4.2,2.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,16.58,120.8,-0.057999999999999996,70.1,9.03,109.1,100.1,-2.16,10.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,14.34,113.1,0.061,67.2,7.74,108.3,100.6,-1.1,6.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,15.03,109.9,0.031,63.0,9.39,110.7,101.3,-4.48,8.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,23.05,122.3,-0.025,63.1,10.76,110.3,99.5,-0.53,7.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,15.51,111.4,-0.011000000000000001,66.9,10.99,110.6,99.6,4.01,9.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,16.0,109.7,0.022000000000000002,69.5,8.09,108.9,100.8,-1.81,5.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,-3.86,99.5,0.07400000000000001,66.8,-4.49,102.0,106.5,11.52,16.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,-6.51,103.1,-0.025,69.3,-6.68,103.4,110.1,-2.98,12.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,1.91,106.8,0.073,68.0,-3.35,102.9,106.3,-2.55,15.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,0.36,102.2,-0.055,66.7,-12.44,97.7,110.1,-0.66,16.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,13.31,114.6,0.055,69.7,1.29,104.5,103.2,-1.12,12.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,7.89,110.5,0.063,67.9,-4.52,101.0,105.6,-4.82,14.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,-0.52,101.3,0.046,66.2,-5.29,102.3,107.6,8.32,16.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,0.04,103.6,0.048,71.5,-5.66,103.0,108.6,3.24,15.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,15.81,111.3,0.019,65.6,8.32,109.0,100.7,-3.23,8.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,19.74,118.1,0.024,67.0,10.24,110.1,99.8,-3.85,5.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,22.48,126.0,-0.071,70.4,14.42,112.0,97.6,3.07,10.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,12.61,109.0,0.006999999999999999,63.2,-1.08,103.9,105.0,2.17,12.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,12.43,108.5,0.013999999999999999,66.2,7.9,109.1,101.2,-4.48,11.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,23.12,117.0,0.016,69.1,9.0,109.6,100.6,-2.38,4.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,16.26,111.5,-0.033,66.4,4.27,106.8,102.5,1.62,11.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,-1.19,110.2,0.028999999999999998,67.2,-0.59,104.9,105.5,1.66,16.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,13.63,109.4,0.057999999999999996,67.5,9.65,110.2,100.6,-2.11,9.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,24.73,119.8,0.003,63.5,3.25,105.3,102.1,-0.92,6.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,23.67,118.7,0.03,60.2,0.41,104.3,103.9,-4.13,7.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,2.04,109.7,-0.023,68.1,-2.86,102.4,105.3,-6.78,15.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,-4.04,103.5,0.125,68.6,-8.49,100.2,108.7,12.68,16.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,-4.41,97.8,0.131,68.9,-5.31,100.8,106.1,-0.94,16.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,23.63,124.0,0.021,72.6,5.17,108.0,102.8,-4.66,3.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,12.46,118.0,0.039,70.3,0.4,105.1,104.7,2.17,12.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,13.45,114.2,0.079,68.7,5.49,108.8,103.3,-3.37,11.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,14.07,110.1,0.026000000000000002,68.8,3.65,105.8,102.2,0.91,10.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,16.53,112.4,-0.048,65.8,11.43,110.1,98.7,6.3,9.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,11.67,111.1,0.053,64.5,-4.42,103.0,107.4,1.65,13.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,29.88,122.4,0.01,64.1,9.33,109.8,100.5,3.55,1.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,24.29,112.2,-0.03,59.2,11.68,111.5,99.8,2.29,5.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,13.8,117.3,0.053,68.4,8.23,110.0,101.7,-7.98,9.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,16.25,120.9,-0.043,70.7,10.54,111.1,100.6,4.51,11.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,27.17,116.5,-0.043,69.9,10.84,110.1,99.2,-7.97,4.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,26.14,118.7,-0.021,68.0,1.5,105.0,103.5,-0.32,10.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,4.53,106.1,0.028999999999999998,71.1,-7.13,100.7,107.8,1.93,13.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,22.99,115.1,-0.003,63.4,10.0,110.6,100.6,-1.29,8.0
11.1,108.0,0.005,70.1,-1.17,105.4,106.6,0.38,13.0,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,4.2,110.8,0.013000000000000001,70.6,-1.94,103.7,105.7,-0.05,14.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,23.45,119.7,-0.019,68.4,14.05,112.6,98.6,-0.74,5.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,0.63,105.8,0.027999999999999997,63.6,-1.68,104.2,105.9,0.61,15.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,17.44,113.0,-0.028999999999999998,66.2,11.56,110.6,99.0,-5.31,11.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,1.68,104.9,0.024,68.3,-1.92,104.4,106.3,-5.91,14.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,25.51,117.2,-0.023,67.9,11.14,111.6,100.5,4.2,2.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,16.58,120.8,-0.057999999999999996,70.1,9.03,109.1,100.1,-2.16,10.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,14.34,113.1,0.061,67.2,7.74,108.3,100.6,-1.1,6.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,15.03,109.9,0.031,63.0,9.39,110.7,101.3,-4.48,8.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,23.05,122.3,-0.025,63.1,10.76,110.3,99.5,-0.53,7.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,15.51,111.4,-0.011000000000000001,66.9,10.99,110.6,99.6,4.01,9.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,16.0,109.7,0.022000000000000002,69.5,8.09,108.9,100.8,-1.81,5.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,-3.86,99.5,0.07400000000000001,66.8,-4.49,102.0,106.5,11.52,16.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,-6.51,103.1,-0.025,69.3,-6.68,103.4,110.1,-2.98,12.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,1.91,106.8,0.073,68.0,-3.35,102.9,106.3,-2.55,15.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,0.36,102.2,-0.055,66.7,-12.44,97.7,110.1,-0.66,16.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,13.31,114.6,0.055,69.7,1.29,104.5,103.2,-1.12,12.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,7.89,110.5,0.063,67.9,-4.52,101.0,105.6,-4.82,14.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,-0.52,101.3,0.046,66.2,-5.29,102.3,107.6,8.32,16.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,0.04,103.6,0.048,71.5,-5.66,103.0,108.6,3.24,15.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,15.81,111.3,0.019,65.6,8.32,109.0,100.7,-3.23,8.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,19.74,118.1,0.024,67.0,10.24,110.1,99.8,-3.85,5.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,22.48,126.0,-0.071,70.4,14.42,112.0,97.6,3.07,10.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,12.61,109.0,0.006999999999999999,63.2,-1.08,103.9,105.0,2.17,12.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,12.43,108.5,0.013999999999999999,66.2,7.9,109.1,101.2,-4.48,11.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,23.12,117.0,0.016,69.1,9.0,109.6,100.6,-2.38,4.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,16.26,111.5,-0.033,66.4,4.27,106.8,102.5,1.62,11.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,-1.19,110.2,0.028999999999999998,67.2,-0.59,104.9,105.5,1.66,16.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,13.63,109.4,0.057999999999999996,67.5,9.65,110.2,100.6,-2.11,9.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,24.73,119.8,0.003,63.5,3.25,105.3,102.1,-0.92,6.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,23.67,118.7,0.03,60.2,0.41,104.3,103.9,-4.13,7.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,2.04,109.7,-0.023,68.1,-2.86,102.4,105.3,-6.78,15.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,-4.04,103.5,0.125,68.6,-8.49,100.2,108.7,12.68,16.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,-4.41,97.8,0.131,68.9,-5.31,100.8,106.1,-0.94,16.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,23.63,124.0,0.021,72.6,5.17,108.0,102.8,-4.66,3.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,12.46,118.0,0.039,70.3,0.4,105.1,104.7,2.17,12.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,13.45,114.2,0.079,68.7,5.49,108.8,103.3,-3.37,11.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,14.07,110.1,0.026000000000000002,68.8,3.65,105.8,102.2,0.91,10.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,16.53,112.4,-0.048,65.8,11.43,110.1,98.7,6.3,9.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,11.67,111.1,0.053,64.5,-4.42,103.0,107.4,1.65,13.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,29.88,122.4,0.01,64.1,9.33,109.8,100.5,3.55,1.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,24.29,112.2,-0.03,59.2,11.68,111.5,99.8,2.29,5.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,13.8,117.3,0.053,68.4,8.23,110.0,101.7,-7.98,9.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,16.25,120.9,-0.043,70.7,10.54,111.1,100.6,4.51,11.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,27.17,116.5,-0.043,69.9,10.84,110.1,99.2,-7.97,4.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,26.14,118.7,-0.021,68.0,1.5,105.0,103.5,-0.32,10.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,4.53,106.1,0.028999999999999998,71.1,-7.13,100.7,107.8,1.93,13.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,22.99,115.1,-0.003,63.4,10.0,110.6,100.6,-1.29,8.0
5.07,109.4,0.037000000000000005,65.9,-4.8,103.7,108.5,2.14,14.0,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,4.2,110.8,0.013000000000000001,70.6,-1.94,103.7,105.7,-0.05,14.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,23.45,119.7,-0.019,68.4,14.05,112.6,98.6,-0.74,5.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,0.63,105.8,0.027999999999999997,63.6,-1.68,104.2,105.9,0.61,15.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,17.44,113.0,-0.028999999999999998,66.2,11.56,110.6,99.0,-5.31,11.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,1.68,104.9,0.024,68.3,-1.92,104.4,106.3,-5.91,14.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,25.51,117.2,-0.023,67.9,11.14,111.6,100.5,4.2,2.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,16.58,120.8,-0.057999999999999996,70.1,9.03,109.1,100.1,-2.16,10.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,14.34,113.1,0.061,67.2,7.74,108.3,100.6,-1.1,6.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,15.03,109.9,0.031,63.0,9.39,110.7,101.3,-4.48,8.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,23.05,122.3,-0.025,63.1,10.76,110.3,99.5,-0.53,7.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,15.51,111.4,-0.011000000000000001,66.9,10.99,110.6,99.6,4.01,9.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,16.0,109.7,0.022000000000000002,69.5,8.09,108.9,100.8,-1.81,5.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,-3.86,99.5,0.07400000000000001,66.8,-4.49,102.0,106.5,11.52,16.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,-6.51,103.1,-0.025,69.3,-6.68,103.4,110.1,-2.98,12.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,1.91,106.8,0.073,68.0,-3.35,102.9,106.3,-2.55,15.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,0.36,102.2,-0.055,66.7,-12.44,97.7,110.1,-0.66,16.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,13.31,114.6,0.055,69.7,1.29,104.5,103.2,-1.12,12.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,7.89,110.5,0.063,67.9,-4.52,101.0,105.6,-4.82,14.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,-0.52,101.3,0.046,66.2,-5.29,102.3,107.6,8.32,16.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,28.22,120.7,0.037000000000000005,71.3,12.49,112.0,99.5,3.87,1.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,0.04,103.6,0.048,71.5,-5.66,103.0,108.6,3.24,15.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,15.81,111.3,0.019,65.6,8.32,109.0,100.7,-3.23,8.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,19.74,118.1,0.024,67.0,10.24,110.1,99.8,-3.85,5.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,22.48,126.0,-0.071,70.4,14.42,112.0,97.6,3.07,10.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,25.02,118.2,0.034,67.0,8.05,109.2,101.2,0.51,3.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,12.61,109.0,0.006999999999999999,63.2,-1.08,103.9,105.0,2.17,12.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,12.43,108.5,0.013999999999999999,66.2,7.9,109.1,101.2,-4.48,11.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,23.12,117.0,0.016,69.1,9.0,109.6,100.6,-2.38,4.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,16.26,111.5,-0.033,66.4,4.27,106.8,102.5,1.62,11.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,-1.19,110.2,0.028999999999999998,67.2,-0.59,104.9,105.5,1.66,16.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,13.63,109.4,0.057999999999999996,67.5,9.65,110.2,100.6,-2.11,9.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,24.73,119.8,0.003,63.5,3.25,105.3,102.1,-0.92,6.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,20.8,108.9,-0.005,68.6,10.63,110.2,99.5,1.93,7.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,23.67,118.7,0.03,60.2,0.41,104.3,103.9,-4.13,7.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,2.04,109.7,-0.023,68.1,-2.86,102.4,105.3,-6.78,15.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,-4.04,103.5,0.125,68.6,-8.49,100.2,108.7,12.68,16.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,-4.41,97.8,0.131,68.9,-5.31,100.8,106.1,-0.94,16.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,23.63,124.0,0.021,72.6,5.17,108.0,102.8,-4.66,3.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,12.46,118.0,0.039,70.3,0.4,105.1,104.7,2.17,12.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,13.45,114.2,0.079,68.7,5.49,108.8,103.3,-3.37,11.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,14.07,110.1,0.026000000000000002,68.8,3.65,105.8,102.2,0.91,10.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,16.53,112.4,-0.048,65.8,11.43,110.1,98.7,6.3,9.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,11.67,111.1,0.053,64.5,-4.42,103.0,107.4,1.65,13.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,29.88,122.4,0.01,64.1,9.33,109.8,100.5,3.55,1.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,24.29,112.2,-0.03,59.2,11.68,111.5,99.8,2.29,5.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,13.8,117.3,0.053,68.4,8.23,110.0,101.7,-7.98,9.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,16.25,120.9,-0.043,70.7,10.54,111.1,100.6,4.51,11.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,27.17,116.5,-0.043,69.9,10.84,110.1,99.2,-7.97,4.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,26.14,118.7,-0.021,68.0,1.5,105.0,103.5,-0.32,10.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,4.53,106.1,0.028999999999999998,71.1,-7.13,100.7,107.8,1.93,13.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,22.99,115.1,-0.003,63.4,10.0,110.6,100.6,-1.29,8.0
27.5,116.9,-0.040999999999999995,69.0,12.46,110.3,97.8,8.19,4.0,16.7,115.7,0.044000000000000004,67.2,11.73,111.2,99.5,5.32,11.0
20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,32.05,118.4,0.02,70.1,2.99,106.2,103.3,1.01,1.0
20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,4.2,110.8,0.013000000000000001,70.6,-1.94,103.7,105.7,-0.05,14.0
20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,23.45,119.7,-0.019,68.4,14.05,112.6,98.6,-0.74,5.0
20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,0.63,105.8,0.027999999999999997,63.6,-1.68,104.2,105.9,0.61,15.0
20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,27.45,121.9,0.067,70.2,12.43,111.2,98.8,2.39,1.0
20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,17.44,113.0,-0.028999999999999998,66.2,11.56,110.6,99.0,-5.31,11.0
20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,1.68,104.9,0.024,68.3,-1.92,104.4,106.3,-5.91,14.0
20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,27.72,119.1,0.006,72.0,10.98,110.5,99.5,3.74,2.0
20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,25.51,117.2,-0.023,67.9,11.14,111.6,100.5,4.2,2.0
20.06,115.5,0.039,71.3,8.82,110.6,101.8,-3.95,3.0,16.58,120.8,-0.057999999999999996,70.1,9.03,109.1,100.1,-2.16,10.0
